DateTime,Temperature
02/11/2024 15:17:29,29.17
02/11/2024 15:22:29,29.17
02/11/2024 15:27:29,29.17
02/11/2024 15:32:29,29.21
02/11/2024 15:37:29,29.08
02/11/2024 15:42:29,29.08
02/11/2024 15:47:29,29.21
02/11/2024 15:52:29,29.17
02/11/2024 15:57:29,29.21
02/11/2024 16:02:29,29.21
02/11/2024 16:07:29,29.21
02/11/2024 16:12:29,29.08
02/11/2024 16:17:29,29.08
02/11/2024 16:22:29,29.21
02/11/2024 16:27:29,29.17
02/11/2024 16:32:29,29.04
02/11/2024 16:37:29,28.95
02/11/2024 16:42:29,28.95
02/11/2024 16:47:29,28.95
02/11/2024 16:52:29,28.91
02/11/2024 16:57:29,28.87
02/11/2024 17:02:29,28.83
02/11/2024 17:07:29,28.78
02/11/2024 17:12:29,28.78
02/11/2024 17:17:29,28.74
02/11/2024 17:22:29,28.74
02/11/2024 17:27:29,28.70
02/11/2024 17:32:29,28.65
02/11/2024 17:37:29,28.61
02/11/2024 17:42:29,28.57
02/11/2024 17:47:29,28.53
02/11/2024 17:52:29,28.61
02/11/2024 17:57:29,28.48
02/11/2024 18:02:29,28.48
02/11/2024 18:07:29,28.48
02/11/2024 18:12:29,28.48
02/11/2024 18:17:29,28.44
02/11/2024 18:22:29,28.48
02/11/2024 18:27:29,28.44
02/11/2024 18:32:29,28.44
02/11/2024 18:37:29,28.44
02/11/2024 18:42:29,28.44
02/11/2024 18:47:29,28.44
02/11/2024 18:52:29,28.44
02/11/2024 18:57:29,28.44
02/11/2024 19:02:29,28.40
02/11/2024 19:07:29,28.40
02/11/2024 19:12:29,28.40
02/11/2024 19:17:29,28.40
02/11/2024 19:22:29,28.44
02/11/2024 19:27:29,28.44
02/11/2024 19:32:29,28.48
02/11/2024 19:37:29,28.48
02/11/2024 19:42:29,28.53
02/11/2024 19:47:29,28.48
02/11/2024 19:52:29,28.48
02/11/2024 19:57:29,28.48
02/11/2024 20:02:29,28.48
02/11/2024 20:07:29,28.53
02/11/2024 20:12:29,28.48
02/11/2024 20:17:29,28.53
02/11/2024 20:22:29,28.48
02/11/2024 20:27:29,28.48
02/11/2024 20:32:29,28.57
02/11/2024 20:37:29,28.53
02/11/2024 20:42:29,28.57
02/11/2024 20:47:29,28.53
02/11/2024 20:52:29,28.53
02/11/2024 20:57:29,28.53
02/11/2024 21:02:29,28.48
02/11/2024 21:07:29,28.48
02/11/2024 21:12:29,28.53
02/11/2024 21:17:29,28.53
02/11/2024 21:22:29,28.48
02/11/2024 21:27:29,28.53
02/11/2024 21:32:29,28.53
02/11/2024 21:37:29,28.53
02/11/2024 21:42:29,28.48
02/11/2024 21:47:29,28.53
02/11/2024 21:52:29,28.53
02/11/2024 21:57:29,28.48
02/11/2024 22:02:29,28.48
02/11/2024 22:07:29,28.48
02/11/2024 22:12:29,28.53
02/11/2024 22:17:29,28.53
02/11/2024 22:22:29,28.53
02/11/2024 22:27:29,28.44
02/11/2024 22:32:29,28.48
02/11/2024 22:37:29,28.48
02/11/2024 22:42:29,28.48
02/11/2024 22:47:29,28.57
02/11/2024 22:52:29,28.53
02/11/2024 22:57:29,28.53
02/11/2024 23:02:29,28.48
02/11/2024 23:07:29,28.48
02/11/2024 23:12:29,28.48
02/11/2024 23:17:29,28.44
02/11/2024 23:22:29,28.44
02/11/2024 23:27:29,28.44
02/11/2024 23:32:29,28.44
02/11/2024 23:37:29,28.44
02/11/2024 23:42:29,28.44
02/11/2024 23:47:29,28.48
02/11/2024 23:52:29,28.44
02/11/2024 23:57:29,28.44
02/12/2024 00:02:29,28.40
02/12/2024 00:07:29,28.44
02/12/2024 00:12:29,28.44
02/12/2024 00:17:29,28.44
02/12/2024 00:22:29,28.44
02/12/2024 00:27:29,28.44
02/12/2024 00:32:29,28.40
02/12/2024 00:37:29,28.35
02/12/2024 00:42:29,28.40
02/12/2024 00:47:29,28.35
02/12/2024 00:52:29,28.31
02/12/2024 00:57:29,28.27
02/12/2024 01:02:29,28.27
02/12/2024 01:07:29,28.23
02/12/2024 01:12:29,28.27
02/12/2024 01:17:29,28.27
02/12/2024 01:22:29,28.27
02/12/2024 01:27:29,28.27
02/12/2024 01:32:29,28.27
02/12/2024 01:37:29,28.27
02/12/2024 01:42:29,28.27
02/12/2024 01:47:29,28.27
02/12/2024 01:52:29,28.31
02/12/2024 01:57:29,28.31
02/12/2024 02:02:29,28.31
02/12/2024 02:07:29,28.35
02/12/2024 02:12:29,28.31
02/12/2024 02:17:29,28.35
02/12/2024 02:22:29,28.31
02/12/2024 02:27:29,28.31
02/12/2024 02:32:29,28.35
02/12/2024 02:37:29,28.31
02/12/2024 02:42:29,28.31
02/12/2024 02:47:29,28.31
02/12/2024 02:52:29,28.27
02/12/2024 02:57:29,28.27
02/12/2024 03:02:29,28.27
02/12/2024 03:07:29,28.27
02/12/2024 03:12:29,28.27
02/12/2024 03:17:29,28.27
02/12/2024 03:22:29,28.27
02/12/2024 03:27:29,28.23
02/12/2024 03:32:29,28.18
02/12/2024 03:37:29,28.18
02/12/2024 03:42:29,28.23
02/12/2024 03:47:29,28.18
02/12/2024 03:52:29,28.23
02/12/2024 03:57:29,28.10
02/12/2024 04:02:29,28.18
02/12/2024 04:07:29,28.10
02/12/2024 04:12:29,28.14
02/12/2024 04:17:29,28.18
02/12/2024 04:22:29,28.14
02/12/2024 04:27:29,28.10
02/12/2024 04:32:29,28.14
02/12/2024 04:37:29,28.14
02/12/2024 04:42:29,28.18
02/12/2024 04:47:29,28.14
02/12/2024 04:52:29,28.18
02/12/2024 04:57:29,28.23
02/12/2024 05:02:29,28.18
02/12/2024 05:07:29,28.18
02/12/2024 05:12:29,28.23
02/12/2024 05:17:29,28.18
02/12/2024 05:22:29,28.18
02/12/2024 05:27:29,28.18
02/12/2024 05:32:29,28.18
02/12/2024 05:37:29,28.23
02/12/2024 05:42:29,28.23
02/12/2024 05:47:29,28.23
02/12/2024 05:52:29,28.27
02/12/2024 05:57:29,28.27
02/12/2024 06:02:29,28.23
02/12/2024 06:07:29,28.31
02/12/2024 06:12:29,28.31
02/12/2024 06:17:29,28.27
02/12/2024 06:22:29,28.27
02/12/2024 06:27:29,28.31
02/12/2024 06:32:29,28.35
02/12/2024 06:37:29,28.40
02/12/2024 06:42:29,28.44
02/12/2024 06:47:29,28.57
02/12/2024 06:52:29,28.48
02/12/2024 06:57:29,28.57
02/12/2024 07:02:29,28.53
02/12/2024 07:07:29,28.70
02/12/2024 07:12:29,28.70
02/12/2024 07:17:29,28.74
02/12/2024 07:22:29,28.53
02/12/2024 07:27:29,28.70
02/12/2024 07:32:29,28.78
02/12/2024 07:37:29,29.00
02/12/2024 07:42:29,29.13
02/12/2024 07:47:29,28.95
02/12/2024 07:52:29,29.17
02/12/2024 07:57:29,28.83
02/12/2024 08:02:29,28.61
02/12/2024 08:07:29,28.61
02/12/2024 08:12:29,28.57
02/12/2024 08:17:29,28.65
02/12/2024 08:22:29,29.17
02/12/2024 08:27:29,29.34
02/12/2024 08:32:29,29.38
02/12/2024 08:37:29,29.21
02/12/2024 08:42:29,29.47
02/12/2024 08:47:29,29.64
02/12/2024 08:52:29,29.77
02/12/2024 08:57:29,29.77
02/12/2024 09:02:29,29.64
02/12/2024 09:07:29,29.00
02/12/2024 09:12:29,29.34
02/12/2024 09:17:29,29.38
02/12/2024 09:22:29,29.60
02/12/2024 09:27:29,29.68
02/12/2024 09:32:29,29.47
02/12/2024 09:37:29,29.13
02/12/2024 09:42:29,29.51
02/12/2024 09:47:29,29.21
02/12/2024 09:52:29,29.26
02/12/2024 09:57:29,29.68
02/12/2024 10:02:29,29.38
02/12/2024 10:07:29,29.34
02/12/2024 10:12:29,29.00
02/12/2024 10:17:29,29.30
02/12/2024 10:22:29,29.38
02/12/2024 10:27:29,29.38
02/12/2024 10:32:29,29.38
02/12/2024 10:37:29,29.30
02/12/2024 10:42:29,29.30
02/12/2024 10:47:29,29.34
02/12/2024 10:52:29,29.26
02/12/2024 10:57:29,29.00
02/12/2024 11:02:29,29.17
02/12/2024 11:07:29,28.78
02/12/2024 11:12:29,28.65
02/12/2024 11:17:29,28.65
02/12/2024 11:22:29,28.61
02/12/2024 11:27:29,28.74
02/12/2024 11:32:29,28.70
02/12/2024 11:37:29,28.74
02/12/2024 11:42:29,28.78
02/12/2024 11:47:29,28.91
02/12/2024 11:52:29,29.21
02/12/2024 11:57:29,29.26
02/12/2024 12:02:29,29.34
02/12/2024 12:07:29,29.34
02/12/2024 12:12:29,29.38
02/12/2024 12:17:29,29.38
02/12/2024 12:22:29,29.30
02/12/2024 12:27:29,29.26
02/12/2024 12:32:29,29.13
02/12/2024 12:37:29,29.17
02/12/2024 12:42:29,29.21
02/12/2024 12:47:29,29.21
02/12/2024 12:52:29,29.17
02/12/2024 12:57:29,29.17
02/12/2024 13:02:29,29.17
02/12/2024 13:07:29,29.21
02/12/2024 13:12:29,29.30
02/12/2024 13:17:29,29.43
02/12/2024 13:22:29,29.51
02/12/2024 13:27:29,29.47
02/12/2024 13:32:29,29.60
02/12/2024 13:37:29,29.51
02/12/2024 13:42:29,29.56
02/12/2024 13:47:29,29.60
02/12/2024 13:52:29,29.47
02/12/2024 13:57:29,29.30
02/12/2024 14:02:29,29.38
02/12/2024 14:07:29,29.43
02/12/2024 14:12:29,29.38
02/12/2024 14:17:29,29.43
02/12/2024 14:22:29,29.38
02/12/2024 14:27:29,29.26
02/12/2024 14:32:29,29.13
02/12/2024 14:37:29,29.08
02/12/2024 14:42:29,29.04
02/12/2024 14:47:29,29.00
02/12/2024 14:52:29,29.04
02/12/2024 14:57:29,29.00
02/12/2024 15:02:29,29.00
02/12/2024 15:07:29,28.91
02/12/2024 15:12:29,29.00
02/12/2024 15:17:29,29.04
02/12/2024 15:22:29,29.04
02/12/2024 15:27:29,28.91
02/12/2024 15:32:29,29.13
02/12/2024 15:37:29,29.08
02/12/2024 15:42:29,28.91
02/12/2024 15:47:29,28.91
02/12/2024 15:52:29,29.00
02/12/2024 15:57:29,28.91
02/12/2024 16:02:29,29.08
02/12/2024 16:07:29,29.00
02/12/2024 16:12:29,28.95
02/12/2024 16:17:29,29.00
02/12/2024 16:22:29,29.00
02/12/2024 16:27:29,28.95
02/12/2024 16:32:29,28.87
02/12/2024 16:37:29,28.87
02/12/2024 16:42:29,28.83
02/12/2024 16:47:29,28.87
02/12/2024 16:52:29,28.83
02/12/2024 16:57:29,28.74
02/12/2024 17:02:29,28.74
02/12/2024 17:07:29,28.65
02/12/2024 17:12:29,28.61
02/12/2024 17:17:29,28.61
02/12/2024 17:22:29,28.61
02/12/2024 17:27:29,28.57
02/12/2024 17:32:29,28.53
02/12/2024 17:37:29,28.57
02/12/2024 17:42:29,28.48
02/12/2024 17:47:29,28.48
02/12/2024 17:52:29,28.48
02/12/2024 17:57:29,28.44
02/12/2024 18:02:29,28.44
02/12/2024 18:07:29,28.40
02/12/2024 18:12:29,28.44
02/12/2024 18:17:29,28.40
02/12/2024 18:22:29,28.40
02/12/2024 18:27:29,28.40
02/12/2024 18:32:29,28.40
02/12/2024 18:37:29,28.40
02/12/2024 18:42:29,28.40
02/12/2024 18:47:29,28.35
02/12/2024 18:52:29,28.40
02/12/2024 18:57:29,28.35
02/12/2024 19:02:29,28.40
02/12/2024 19:07:29,28.40
02/12/2024 19:12:29,28.40
02/12/2024 19:17:29,28.44
02/12/2024 19:22:29,28.35
02/12/2024 19:27:29,28.40
02/12/2024 19:32:29,28.44
02/12/2024 19:37:29,28.44
02/12/2024 19:42:29,28.40
02/12/2024 19:47:29,28.40
02/12/2024 19:52:29,28.40
02/12/2024 19:57:29,28.40
02/12/2024 20:02:29,28.40
02/12/2024 20:07:29,28.44
02/12/2024 20:12:29,28.40
02/12/2024 20:17:29,28.40
02/12/2024 20:22:29,28.40
02/12/2024 20:27:29,28.40
02/12/2024 20:32:29,28.44
02/12/2024 20:37:29,28.48
02/12/2024 20:42:29,28.44
02/12/2024 20:47:29,28.44
02/12/2024 20:52:29,28.48
02/12/2024 20:57:29,28.48
02/12/2024 21:02:29,28.44
02/12/2024 21:07:29,28.48
02/12/2024 21:12:29,28.53
02/12/2024 21:17:29,28.48
02/12/2024 21:22:29,28.48
02/12/2024 21:27:29,28.53
02/12/2024 21:32:29,28.48
02/12/2024 21:37:29,28.48
02/12/2024 21:42:29,28.48
02/12/2024 21:47:29,28.53
02/12/2024 21:52:29,28.53
02/12/2024 21:57:29,28.53
02/12/2024 22:02:29,28.48
02/12/2024 22:07:29,28.53
02/12/2024 22:12:29,28.48
02/12/2024 22:17:29,28.53
02/12/2024 22:22:29,28.48
02/12/2024 22:27:29,28.48
02/12/2024 22:32:29,28.53
02/12/2024 22:37:29,28.53
02/12/2024 22:42:29,28.53
02/12/2024 22:47:29,28.53
02/12/2024 22:52:29,28.48
02/12/2024 22:57:29,28.44
02/12/2024 23:02:29,28.40
02/12/2024 23:07:29,28.44
02/12/2024 23:12:29,28.40
02/12/2024 23:17:29,28.35
02/12/2024 23:22:29,28.44
02/12/2024 23:27:29,28.44
02/12/2024 23:32:29,28.44
02/12/2024 23:37:29,28.40
02/12/2024 23:42:29,28.44
02/12/2024 23:47:29,28.40
02/12/2024 23:52:29,28.35
02/12/2024 23:57:29,28.35
02/13/2024 00:02:29,28.35
02/13/2024 00:07:29,28.40
02/13/2024 00:12:29,28.35
02/13/2024 00:17:29,28.35
02/13/2024 00:22:29,28.35
02/13/2024 00:27:29,28.35
02/13/2024 00:32:29,28.35
02/13/2024 00:37:29,28.35
02/13/2024 00:42:29,28.40
02/13/2024 00:47:29,28.31
02/13/2024 00:52:29,28.31
02/13/2024 00:57:29,28.31
02/13/2024 01:02:29,28.31
02/13/2024 01:07:29,28.31
02/13/2024 01:12:29,28.31
02/13/2024 01:17:29,28.31
02/13/2024 01:22:29,28.31
02/13/2024 01:27:29,28.27
02/13/2024 01:32:29,28.31
02/13/2024 01:37:29,28.31
02/13/2024 01:42:29,28.27
02/13/2024 01:47:29,28.31
02/13/2024 01:52:29,28.31
02/13/2024 01:57:29,28.31
02/13/2024 02:02:29,28.31
02/13/2024 02:07:29,28.31
02/13/2024 02:12:29,28.35
02/13/2024 02:17:29,28.35
02/13/2024 02:22:29,28.31
02/13/2024 02:27:29,28.35
02/13/2024 02:32:29,28.40
02/13/2024 02:37:29,28.35
02/13/2024 02:42:29,28.35
02/13/2024 02:47:29,28.44
02/13/2024 02:52:29,28.40
02/13/2024 02:57:29,28.40
02/13/2024 03:02:29,28.35
02/13/2024 03:07:29,28.35
02/13/2024 03:12:29,28.35
02/13/2024 03:17:29,28.31
02/13/2024 03:22:29,28.35
02/13/2024 03:27:29,28.35
02/13/2024 03:32:29,28.35
02/13/2024 03:37:29,28.35
02/13/2024 03:42:29,28.35
02/13/2024 03:47:29,28.31
02/13/2024 03:52:29,28.27
02/13/2024 03:57:29,28.27
02/13/2024 04:02:29,28.23
02/13/2024 04:07:29,28.27
02/13/2024 04:12:29,28.23
02/13/2024 04:17:29,28.27
02/13/2024 04:22:29,28.27
02/13/2024 04:27:29,28.18
02/13/2024 04:32:29,28.23
02/13/2024 04:37:29,28.18
02/13/2024 04:42:29,28.18
02/13/2024 04:47:29,28.18
02/13/2024 04:52:29,28.18
02/13/2024 04:57:29,28.14
02/13/2024 05:02:29,28.10
02/13/2024 05:07:29,28.10
02/13/2024 05:12:29,28.05
02/13/2024 05:17:29,28.05
02/13/2024 05:22:29,28.05
02/13/2024 05:27:29,28.05
02/13/2024 05:32:29,28.05
02/13/2024 05:37:29,28.10
02/13/2024 05:42:29,28.05
02/13/2024 05:47:29,28.05
02/13/2024 05:52:29,28.01
02/13/2024 05:57:29,27.97
02/13/2024 06:02:29,27.97
02/13/2024 06:07:29,27.93
02/13/2024 06:12:29,27.93
02/13/2024 06:17:29,27.97
02/13/2024 06:22:29,28.01
02/13/2024 06:27:29,28.01
02/13/2024 06:32:29,28.05
02/13/2024 06:37:29,28.01
02/13/2024 06:42:29,28.01
02/13/2024 06:47:29,28.05
02/13/2024 06:52:29,28.10
02/13/2024 06:57:29,28.14
02/13/2024 07:02:29,28.14
02/13/2024 07:07:29,28.14
02/13/2024 07:12:29,28.18
02/13/2024 07:17:29,28.18
02/13/2024 07:22:29,28.48
02/13/2024 07:27:29,28.65
02/13/2024 07:32:29,28.70
02/13/2024 07:37:29,28.57
02/13/2024 07:42:29,28.65
02/13/2024 07:47:29,28.70
02/13/2024 07:52:29,28.57
02/13/2024 07:57:29,28.53
02/13/2024 08:02:29,28.70
02/13/2024 08:07:29,29.08
02/13/2024 08:12:29,29.26
02/13/2024 08:17:29,29.34
02/13/2024 08:22:29,29.47
02/13/2024 08:27:29,29.51
02/13/2024 08:32:29,29.60
02/13/2024 08:37:29,29.60
02/13/2024 08:42:29,29.51
02/13/2024 08:47:29,29.13
02/13/2024 08:52:29,29.60
02/13/2024 08:57:29,29.56
02/13/2024 09:02:29,29.21
02/13/2024 09:07:29,29.13
02/13/2024 09:12:29,29.13
02/13/2024 09:17:29,29.00
02/13/2024 09:22:29,28.83
02/13/2024 09:27:29,28.78
02/13/2024 09:32:29,28.87
02/13/2024 09:37:29,28.70
02/13/2024 09:42:29,28.65
02/13/2024 09:47:29,28.65
02/13/2024 09:52:29,29.21
02/13/2024 09:57:29,29.34
02/13/2024 10:02:29,29.38
02/13/2024 10:07:29,29.47
02/13/2024 10:12:29,29.38
02/13/2024 10:17:29,29.43
02/13/2024 10:22:29,29.34
02/13/2024 10:27:29,29.34
02/13/2024 10:32:29,29.34
02/13/2024 10:37:29,29.26
02/13/2024 10:42:29,29.26
02/13/2024 10:47:29,29.34
02/13/2024 10:52:29,29.34
02/13/2024 10:57:29,29.21
02/13/2024 11:02:29,29.21
02/13/2024 11:07:29,29.17
02/13/2024 11:12:29,29.17
02/13/2024 11:17:29,29.13
02/13/2024 11:22:29,29.13
02/13/2024 11:27:29,29.08
02/13/2024 11:32:29,29.00
02/13/2024 11:37:29,28.95
02/13/2024 11:42:29,28.95
02/13/2024 11:47:29,29.04
02/13/2024 11:52:29,28.95
02/13/2024 11:57:29,28.83
02/13/2024 12:02:29,29.08
02/13/2024 12:07:29,29.04
02/13/2024 12:12:29,29.00
02/13/2024 12:17:29,28.83
02/13/2024 12:22:29,28.95
02/13/2024 12:27:29,29.17
02/13/2024 12:32:29,29.13
02/13/2024 12:37:29,29.04
02/13/2024 12:42:29,29.04
02/13/2024 12:47:29,29.04
02/13/2024 12:52:29,29.04
02/13/2024 12:57:29,29.04
02/13/2024 13:02:29,29.04
02/13/2024 13:07:29,29.08
02/13/2024 13:12:29,29.08
02/13/2024 13:17:29,29.13
02/13/2024 13:22:29,29.13
02/13/2024 13:27:29,29.08
02/13/2024 13:32:29,29.00
02/13/2024 13:37:29,29.13
02/13/2024 13:42:29,29.08
02/13/2024 13:47:29,29.04
02/13/2024 13:52:29,29.04
02/13/2024 13:57:29,29.08
02/13/2024 14:02:29,29.00
02/13/2024 14:07:29,28.83
02/13/2024 14:12:29,28.83
02/13/2024 14:17:29,28.78
02/13/2024 14:22:29,28.74
02/13/2024 14:27:29,28.83
02/13/2024 14:32:29,28.87
02/13/2024 14:37:29,28.91
02/13/2024 14:42:29,28.87
02/13/2024 14:47:29,28.83
02/13/2024 14:52:29,28.83
02/13/2024 14:57:29,28.83
02/13/2024 15:02:29,28.83
02/13/2024 15:07:29,28.83
02/13/2024 15:12:29,28.87
02/13/2024 15:17:29,28.95
02/13/2024 15:22:29,28.91
02/13/2024 15:27:29,28.87
02/13/2024 15:32:29,29.00
02/13/2024 15:37:29,28.91
02/13/2024 15:42:29,28.83
02/13/2024 15:47:29,28.91
02/13/2024 15:52:29,29.00
02/13/2024 15:57:29,28.91
02/13/2024 16:02:29,28.87
02/13/2024 16:07:29,28.78
02/13/2024 16:12:29,28.74
02/13/2024 16:17:29,28.70
02/13/2024 16:22:29,28.65
02/13/2024 16:27:29,28.57
02/13/2024 16:32:29,28.53
02/13/2024 16:37:29,28.48
02/13/2024 16:42:29,28.44
02/13/2024 16:47:29,28.40
02/13/2024 16:52:29,28.40
02/13/2024 16:57:29,28.35
02/13/2024 17:02:29,28.35
02/13/2024 17:07:29,28.35
02/13/2024 17:12:29,28.40
02/13/2024 17:17:29,28.40
02/13/2024 17:22:29,28.40
02/13/2024 17:27:29,28.35
02/13/2024 17:32:29,28.35
02/13/2024 17:37:29,28.35
02/13/2024 17:42:29,28.40
02/13/2024 17:47:29,28.35
02/13/2024 17:52:29,28.35
02/13/2024 17:57:29,28.31
02/13/2024 18:02:29,28.35
02/13/2024 18:07:29,28.35
02/13/2024 18:12:29,28.40
02/13/2024 18:17:29,28.35
02/13/2024 18:22:29,28.31
02/13/2024 18:27:29,28.31
02/13/2024 18:32:29,28.31
02/13/2024 18:37:29,28.40
02/13/2024 18:42:29,28.31
02/13/2024 18:47:29,28.35
02/13/2024 18:52:29,28.31
02/13/2024 18:57:29,28.27
02/13/2024 19:02:29,28.31
02/13/2024 19:07:29,28.31
02/13/2024 19:12:29,28.31
02/13/2024 19:17:29,28.27
02/13/2024 19:22:29,28.27
02/13/2024 19:27:29,28.31
02/13/2024 19:32:29,28.31
02/13/2024 19:37:29,28.31
02/13/2024 19:42:29,28.27
02/13/2024 19:47:29,28.31
02/13/2024 19:52:29,28.35
02/13/2024 19:57:29,28.35
02/13/2024 20:02:29,28.31
02/13/2024 20:07:29,28.31
02/13/2024 20:12:29,28.31
02/13/2024 20:17:29,28.31
02/13/2024 20:22:29,28.31
02/13/2024 20:27:29,28.35
02/13/2024 20:32:29,28.31
02/13/2024 20:37:29,28.31
02/13/2024 20:42:29,28.35
02/13/2024 20:47:29,28.31
02/13/2024 20:52:29,28.31
02/13/2024 20:57:29,28.27
02/13/2024 21:02:29,28.31
02/13/2024 21:07:29,28.27
02/13/2024 21:12:29,28.27
02/13/2024 21:17:29,28.31
02/13/2024 21:22:29,28.27
02/13/2024 21:27:29,28.27
02/13/2024 21:32:29,28.31
02/13/2024 21:37:29,28.35
02/13/2024 21:42:29,28.31
02/13/2024 21:47:29,28.31
02/13/2024 21:52:29,28.31
02/13/2024 21:57:29,28.31
02/13/2024 22:02:29,28.40
02/13/2024 22:07:29,28.40
02/13/2024 22:12:29,28.35
02/13/2024 22:17:29,28.40
02/13/2024 22:22:29,28.40
02/13/2024 22:27:29,28.40
02/13/2024 22:32:29,28.44
02/13/2024 22:37:29,28.35
02/13/2024 22:42:29,28.44
02/13/2024 22:47:29,28.40
02/13/2024 22:52:29,28.35
02/13/2024 22:57:29,28.35
02/13/2024 23:02:29,28.40
02/13/2024 23:07:29,28.35
02/13/2024 23:12:29,28.40
02/13/2024 23:17:29,28.40
02/13/2024 23:22:29,28.40
02/13/2024 23:27:29,28.44
02/13/2024 23:32:29,28.40
02/13/2024 23:37:29,28.44
02/13/2024 23:42:29,28.40
02/13/2024 23:47:29,28.40
02/13/2024 23:52:29,28.40
02/13/2024 23:57:29,28.40
02/14/2024 00:02:29,28.44
02/14/2024 00:07:29,28.44
02/14/2024 00:12:29,28.40
02/14/2024 00:17:29,28.35
02/14/2024 00:22:29,28.31
02/14/2024 00:27:29,28.31
02/14/2024 00:32:29,28.27
02/14/2024 00:37:29,28.27
02/14/2024 00:42:29,28.23
02/14/2024 00:47:29,28.18
02/14/2024 00:52:29,28.18
02/14/2024 00:57:29,28.18
02/14/2024 01:02:29,28.14
02/14/2024 01:07:29,28.14
02/14/2024 01:12:29,28.14
02/14/2024 01:17:29,28.10
02/14/2024 01:22:29,28.14
02/14/2024 01:27:29,28.10
02/14/2024 01:32:29,28.14
02/14/2024 01:37:29,28.14
02/14/2024 01:42:29,28.14
02/14/2024 01:47:29,28.18
02/14/2024 01:52:29,28.18
02/14/2024 01:57:29,28.23
02/14/2024 02:02:29,28.27
02/14/2024 02:07:29,28.27
02/14/2024 02:12:29,28.27
02/14/2024 02:17:29,28.31
02/14/2024 02:22:29,28.31
02/14/2024 02:27:29,28.31
02/14/2024 02:32:29,28.35
02/14/2024 02:37:29,28.31
02/14/2024 02:42:29,28.35
02/14/2024 02:47:29,28.35
02/14/2024 02:52:29,28.31
02/14/2024 02:57:29,28.35
02/14/2024 03:02:29,28.35
02/14/2024 03:07:29,28.35
02/14/2024 03:12:29,28.40
02/14/2024 03:17:29,28.35
02/14/2024 03:22:29,28.40
02/14/2024 03:27:29,28.35
02/14/2024 03:32:29,28.31
02/14/2024 03:37:29,28.31
02/14/2024 03:42:29,28.31
02/14/2024 03:47:29,28.31
02/14/2024 03:52:29,28.27
02/14/2024 03:57:29,28.31
02/14/2024 04:02:29,28.27
02/14/2024 04:07:29,28.27
02/14/2024 04:12:29,28.27
02/14/2024 04:17:29,28.27
02/14/2024 04:22:29,28.27
02/14/2024 04:27:29,28.23
02/14/2024 04:32:29,28.27
02/14/2024 04:37:29,28.31
02/14/2024 04:42:29,28.27
02/14/2024 04:47:29,28.31
02/14/2024 04:52:29,28.27
02/14/2024 04:57:29,28.23
02/14/2024 05:02:29,28.23
02/14/2024 05:07:29,28.23
02/14/2024 05:12:29,28.23
02/14/2024 05:17:29,28.27
02/14/2024 05:22:29,28.23
02/14/2024 05:27:29,28.27
02/14/2024 05:32:29,28.18
02/14/2024 05:37:29,28.18
02/14/2024 05:42:29,28.18
02/14/2024 05:47:29,28.18
02/14/2024 05:52:29,28.18
02/14/2024 05:57:29,28.18
02/14/2024 06:02:29,28.18
02/14/2024 06:07:29,28.18
02/14/2024 06:12:29,28.18
02/14/2024 06:17:29,28.23
02/14/2024 06:22:29,28.18
02/14/2024 06:27:29,28.14
02/14/2024 06:32:29,28.14
02/14/2024 06:37:29,28.23
02/14/2024 06:42:29,28.23
02/14/2024 06:47:29,28.18
02/14/2024 06:52:29,28.23
02/14/2024 06:57:29,28.23
02/14/2024 07:02:29,28.35
02/14/2024 07:07:29,28.44
02/14/2024 07:12:29,28.40
02/14/2024 07:17:29,28.48
02/14/2024 07:22:29,28.70
02/14/2024 07:27:29,28.78
02/14/2024 07:32:29,28.57
02/14/2024 07:37:29,28.65
02/14/2024 07:42:29,28.57
02/14/2024 07:47:29,28.44
02/14/2024 07:52:29,28.44
02/14/2024 07:57:29,28.44
02/14/2024 08:02:29,28.53
02/14/2024 08:07:29,28.53
02/14/2024 08:12:29,28.48
02/14/2024 08:17:29,28.61
02/14/2024 08:22:29,28.70
02/14/2024 08:27:29,28.57
02/14/2024 08:32:29,28.57
02/14/2024 08:37:29,29.00
02/14/2024 08:42:29,29.34
02/14/2024 08:47:29,29.30
02/14/2024 08:52:29,29.21
02/14/2024 08:57:29,29.43
02/14/2024 09:02:29,29.13
02/14/2024 09:07:29,28.91
02/14/2024 09:12:29,28.95
02/14/2024 09:17:29,29.04
02/14/2024 09:22:29,29.04
02/14/2024 09:27:29,29.43
02/14/2024 09:32:29,29.30
02/14/2024 09:37:29,29.04
02/14/2024 09:42:29,28.87
02/14/2024 09:47:29,28.70
02/14/2024 09:52:29,28.65
02/14/2024 09:57:29,28.70
02/14/2024 10:02:29,28.78
02/14/2024 10:07:29,28.83
02/14/2024 10:12:29,28.74
02/14/2024 10:17:29,28.74
02/14/2024 10:22:29,28.83
02/14/2024 10:27:29,28.78
02/14/2024 10:32:29,29.00
02/14/2024 10:37:29,28.74
02/14/2024 10:42:29,28.78
02/14/2024 10:47:29,28.65
02/14/2024 10:52:29,28.65
02/14/2024 10:57:29,28.70
02/14/2024 11:02:29,28.74
02/14/2024 11:07:29,28.78
02/14/2024 11:12:29,28.91
02/14/2024 11:17:29,28.83
02/14/2024 11:22:29,28.87
02/14/2024 11:27:29,28.91
02/14/2024 11:32:29,28.87
02/14/2024 11:37:29,29.00
02/14/2024 11:42:29,29.00
